State/Parent NTD ID,NTD ID,Legacy NTD ID,Agency Name,Reporter Acronym,Doing Business As,Reporter Type,Reporting Module,Organization Type,Reported By NTD ID,Reported by Name,Subrecipient Type,FY End Date,Original Due Date,Address Line 1,Address Line 2,P.O. Box,City,State,Zip Code,Zip Code Ext,Region,URL,FTA Recipient ID,UEID, Service Area Sq Miles , Service Area Pop ,Primary UZA UACE Code,UZA Name,Tribal Area Name, Population , Density , Sq Miles , VOMS DO , VOMS PT , Total VOMS , Volunteer Drivers , Personal Vehicles ,TAM Tier,Number of State Counties,Number of Counties with Service, State Admin Funds Expended 
,70005,7005,Kansas City Area Transportation Authority,KCATA,,Full Reporter,Urban,Public Agency or Authority of Transit Service,,,,12/31/2022,4/30/2023,1200 E 18Th St,,,Kansas City,MO,64108,1606,7,http://www.kcata.org/,1827,DADDJ2EKZ5L8, 459 ," 621,956 ",43912,"Kansas City, MO--KS",," 1,674,218 "," 2,345 ", 714 , 115 , 97 , 212 ,,,Tier I (Fixed Route VOMS),,,
,70006,7006,Bi-State Development Agency of the Missouri-Illinois Metropolitan District,METRO,(St. Louis) Metro,Full Reporter,Urban,Public Agency or Authority of Transit Service,,,,6/30/2022,10/31/2022,211 N Broadway Ste 700,,,Saint Louis,MO,63102,2759,7,http://www.metrostlouis.org/,1830,X6YSAYJY22Q4, 558 ," 1,563,103 ",77770,"St. Louis, MO--IL",," 2,156,323 "," 2,369 ", 910 , 465 ,, 465 ,,,Tier I (Rail),,,
,70007,7007,City of Bettendorf,BT,Bettendorf Transit System,Reduced Reporter,Urban,County or Local Government Unit or Department of Transportation,,,,6/30/2022,10/31/2022,1609 State St,,,Bettendorf,IA,52722,4937,7,https://www.bettendorf.org/transit/,1818,DV3KHH71FJD3, 22 ," 39,102 ",22366,"Davenport, IA--IL",," 285,211 "," 2,115 ", 135 , 3 ,, 3 ,,,Tier II,,,
,70008,7008,City of Cedar Rapids,CRT,Cedar Rapids Transit,Full Reporter,Urban,County or Local Government Unit or Department of Transportation,,,,6/30/2022,10/31/2022,101 1St St Se,,,Cedar Rapids,IA,52401,1205,7,http://www.cedar-rapids.org/transit/,1820,NDSYD8WM9RL7, 78 ," 158,890 ",14752,"Cedar Rapids, IA",," 192,844 "," 2,242 ", 86 , 22 , 4 , 26 ,,,Tier II,,,
,70009,7009,City of Davenport,CITIBUS,Davenport Citibus,Reduced Reporter,Urban,County or Local Government Unit or Department of Transportation,,,,6/30/2022,10/31/2022,226 W 4Th St,,,Davenport,IA,52801,1308,7,http://citidbus.com/,1822,WJCNAUXKNRL7, 26 ," 101,724 ",22366,"Davenport, IA--IL",," 285,211 "," 2,115 ", 135 , 15 ,, 15 ,,,Tier II,,,
,70010,7010,Des Moines Area Regional Transit Authority,DART,,Full Reporter,Urban,Public Agency or Authority of Transit Service,,,,6/30/2022,10/31/2022,620 Cherry St,,,Des Moines,IA,50309,4221,7,http://www.ridedart.com/,1831,CESYVW5KF783, 136 ," 354,320 ",23743,"Des Moines, IA",," 542,486 "," 2,414 ", 225 , 150 , 2 , 152 ,,,Tier II,,,
,70011,7011,City of Dubuque,The Jule,,Reduced Reporter,Urban,County or Local Government Unit or Department of Transportation,,,,6/30/2022,10/31/2022,50 W 13Th St,,,Dubuque,IA,52001,4805,7,http://www.cityofdubuque.org/transit,1832,TLJMHPVMMUD3, 26 ," 60,140 ",24823,"Dubuque, IA--IL",," 70,332 "," 2,058 ", 34 , 20 ,, 20 ,,,Tier II,,,
,70012,7012,City of Sioux City,SCTS,Sioux City Transit System,Full Reporter,Urban,County or Local Government Unit or Department of Transportation,,,,6/30/2022,10/31/2022,509 Nebraska St,,447,Sioux City,IA,51101,1305,7,https://www.sioux-city.org/government/departments-q-to-z/transit,1836,E7FTK7YSNB57, 53 ," 122,128 ",82225,"Sioux City, IA--NE--SD",," 113,066 "," 2,054 ", 55 , 17 , 8 , 25 ,,,Tier II,,,
,70013,7013,Metropolitan Transit Authority of Black Hawk County,,,Reduced Reporter,Urban,Public Agency or Authority of Transit Service,,,,6/30/2022,10/31/2022,1515 Black Hawk St,,,Waterloo,IA,50702,1138,7,http://www.mettransit.org/,1837,NEV8BFWEP4K5, 51 ," 108,519 ",92593,"Waterloo, IA",," 114,139 "," 1,792 ", 64 , 27 ,, 27 ,,,Tier II,,,
,70014,7014,Topeka Metropolitan Transit Authority,TMTA,,Full Reporter,Urban,Public Agency or Authority of Transit Service,,,,6/30/2022,10/31/2022,201 N Kansas Ave,,,Topeka,KS,66603,3622,7,http://www.topekametro.org/,1823,FXMAJNVNL446, 58 ," 127,473 ",88084,"Topeka, KS",," 148,956 "," 1,768 ", 84 , 27 , 7 , 34 ,,,Tier II,,,
,70015,7015,City of Wichita ,WT,Wichita Transit,Full Reporter,Urban,County or Local Government Unit or Department of Transportation,,,,12/31/2022,4/30/2023,455 N Main St Fl 12,,,Wichita,KS,67202,1623,7,http://www.wichitatransit.org/,1824,ZK7SHNPA2LQ3, 164 ," 395,745 ",95077,"Wichita, KS",," 500,231 "," 2,205 ", 227 , 65 ,, 65 ,,,Tier II,,,
,70016,7016,City of Columbia,COMO,Go COMO,Full Reporter,Urban,County or Local Government Unit or Department of Transportation,,,,9/30/2022,1/31/2023,701 E Broadway,,6015,Columbia,MO,65201,4465,7,http://www.gocomotransit.com,1825,WZR4KM9CBTV3, 67 ," 126,853 ",18937,"Columbia, MO",," 141,831 "," 2,111 ", 67 , 25 ,, 25 ,,,Tier II,,,
,70018,7018,City of Iowa City,ICT,Iowa City Transit,Full Reporter,Urban,County or Local Government Unit or Department of Transportation,,,,6/30/2022,10/31/2022,410 E Washington St,,,Iowa City,IA,52240,1825,7,https://www.icgov.org/city-government/departments-and-divisions/transit,1833,EKWJD998JWJ4, 26 ," 77,554 ",41590,"Iowa City, IA",," 126,810 "," 2,495 ", 51 , 21 ,, 21 ,,,Tier II,,,
,70019,7019,University of Iowa,CAMBUS,,Full Reporter,Urban,University,,,,6/30/2022,10/31/2022,105 Jessup Hall,,,Iowa City,IA,52242,1316,7,https://transportation.uiowa.edu/cambus,1835,Z1H9VJS8NG16, 30 ," 78,440 ",41590,"Iowa City, IA",," 126,810 "," 2,495 ", 51 , 28 ,, 28 ,,,Tier II,,,
,70030,7030,City of Coralville,CTS,City of Coralville,Full Reporter,Urban,County or Local Government Unit or Department of Transportation,,,,6/30/2022,10/31/2022,1512 7Th St,,5127,Coralville,IA,52241,1708,7,http://www.coralville.org/transit,1834,QNVXMHKSJNN8, 22 ," 43,824 ",41590,"Iowa City, IA",," 126,810 "," 2,495 ", 51 , 7 ,, 7 ,,,Tier II,,,
,70032,7032,"City of St. Joseph, Missouri",The Ride,St. Joseph Transit,Reduced Reporter,Urban,County or Local Government Unit or Department of Transportation,,,,6/30/2022,10/31/2022,1100 Frederick Ave,,,Saint Joseph,MO,64501,2337,7,http://www.stjoetransit.info/,1897,JKTHP8CNBDE6, 39 ," 77,645 ",77743,"St. Joseph, MO--KS",," 77,187 "," 1,741 ", 44 , 16 ,, 16 ,,,Tier II,,,
,70035,7035,Johnson County Kansas,The JO,Johnson County Transit,Full Reporter,Urban,County or Local Government Unit or Department of Transportation,,,,12/31/2022,4/30/2023,111 S Cherry St,STE 2400,,Olathe,KS,66061,3469,7,http://www.jocogov.org/dept/transit/home,5400,NSG3CNYKNRJ1, 141 ," 384,054 ",43912,"Kansas City, MO--KS",," 1,674,218 "," 2,345 ", 714 ,, 78 , 78 ,,,Tier II,,,
,70040,7040,City of Joplin,MAPS,Metro Area Publictransit System ,Reduced Reporter,Urban,County or Local Government Unit or Department of Transportation,,,,10/31/2022,4/30/2023,602 S Main St,,,Joplin,MO,64801,2316,7,https://www.joplinmo.org/365/Public-Transportation,3087,HRWZCYY8MWJ3, 105 ," 64,250 ",43399,"Joplin, MO",," 86,679 "," 1,432 ", 61 , 7 ,, 7 ,,,Tier II,,,
,70041,7041,Ames Transit Agency,,CyRide,Full Reporter,Urban,County or Local Government Unit or Department of Transportation,,,,6/30/2022,10/31/2022,601 N University Blvd,,,Ames,IA,50010,8671,7,http://www.cyride.com/,1817,V7BEZARBJ4Y8, 15 ," 54,445 ",2062,"Ames, IA",," 66,342 "," 2,967 ", 22 , 58 ,, 58 ,,,Tier II,,,
,70043,7043,City of Jefferson,,JEFFTRAN,Reduced Reporter,Urban,County or Local Government Unit or Department of Transportation,,,,10/31/2022,4/30/2023,320 E Mccarty St,,,Jefferson City,MO,65101,3169,7,https://www.jeffersoncitymo.gov/government/transit/index.php,6309,VDNHEABWLHK6, 38 ," 43,228 ",42967,"Jefferson City, MO",," 50,775 "," 1,474 ", 34 , 18 ,, 18 ,,,Tier II,,,
,70044,,University of Kansas,KUTS,KU Transportation Services,Full Reporter,Urban,University,,,,6/30/2022,10/31/2022,1450 Jayhawk Blvd,,,Lawrence,KS,66045,7594,7,https://transportationservices.ku.edu/,,WGK8J9FEKW65, 15 ," 94,934 ",48232,"Lawrence, KS",," 94,998 "," 3,175 ", 30 ,, 18 , 18 ,,,Tier II,,,
,70045,7045,"County of Johnson, Iowa",SEATS,Johnson County SEATS,Full Reporter,Urban,County or Local Government Unit or Department of Transportation,,,,6/30/2022,10/31/2022,913 S Dubuque St,,,Iowa City,IA,52240,4273,7,http://www.johnson-county.com/dept_seats.aspx?id=581/,1812,CBYASLYK7CQ5, 614 ," 152,854 ",41590,"Iowa City, IA",," 126,810 "," 2,495 ", 51 , 17 ,, 17 ,,,Tier II,,,
,70046,7046,City of Independence,IndeBus,,Reduced Reporter,Urban,County or Local Government Unit or Department of Transportation,,,,12/31/2022,4/30/2023,111 E Maple Ave,,,Independence,MO,64050,3066,7,http://www.indebusmo.com/,7046,U5W1BFU54PJ3, 78 ," 116,830 ",43912,"Kansas City, MO--KS",," 1,674,218 "," 2,345 ", 714 ,, 16 , 16 ,,,Tier II,,,
,70047,7047,"Unified Government of Wyandotte County and Kansas City, KS",UGT,Ride KC Bus,Reduced Reporter,Urban,County or Local Government Unit or Department of Transportation,,,,12/31/2022,4/30/2023,701 N 7Th St Ste 330,,,Kansas City,KS,66101,3070,7,http://www.wycokck.org/Transportation.aspx,1827,W5W9QQ7CD7M3, 156 ," 167,046 ",43912,"Kansas City, MO--KS",," 1,674,218 "," 2,345 ", 714 , 24 ,, 24 ,,,Tier II,,,
,70048,7048,City of Lawrence,,,Full Reporter,Urban,County or Local Government Unit or Department of Transportation,,,,12/31/2022,4/30/2023,6 E 6Th St,,708,Lawrence,KS,66044,2268,7,http://www.lawrencetransit.org/,5757,FALLGKD2VA41, 31 ," 95,256 ",48232,"Lawrence, KS",," 94,998 "," 3,175 ", 30 ,, 40 , 40 ,,,Tier II,,,
,70049,7049,River Bend Transit,RBT,,Full Reporter,Urban,Corporation,,,,6/30/2022,10/31/2022,7440 Vine Street Ct,,,Davenport,IA,52806,1358,7,http://www.riverbendtransit.org/,1812,RKBTCWQEAK78," 2,791 "," 555,862 ",22366,"Davenport, IA--IL",," 285,211 "," 2,115 ", 135 , 35 ,, 35 ,,,Tier II,,,
,70050,7050,Southeast Missouri State University,,,Reduced Reporter,Urban,University,,,,6/30/2022,10/31/2022,One University Plaza,MS 7275,,Cape Girardeau,MO,63701,4710,7,http://www.semo.edu/transit/index.html,7229,SLW1H99F22C3, 6 ," 16,987 ",13537,"Cape Girardeau, MO--IL",," 55,546 "," 1,779 ", 31 , 4 ,, 4 ,,,Tier II,,,
,70051,7051,Cape Girardeau County Transit Authority,CTA,,Reduced Reporter,Urban,Public Agency or Authority of Transit Service,,,,6/30/2022,10/31/2022,937 Broadway St,STE 200,,Cape Girardeau,MO,63701,5475,7,http://www.cgcta.com/,7229,NK6LQJAC3F85, 579 ," 82,113 ",13537,"Cape Girardeau, MO--IL",," 55,546 "," 1,779 ", 31 , 30 ,, 30 ,,,Tier II,,,
,70052,7052,Senior Citizen Industries,CRANE,Central Ride Agency of Nebraska,Reduced Reporter,Urban,Corporation,,,,6/30/2022,10/31/2022,304 E 3Rd St,,,Grand Island,NE,68801,7718,7,https://www.grand-island.com/departments/public-works/transit,7294,HEP4D29HVQF7, 546 ," 61,492 ",34246,"Grand Island, NE",," 55,099 "," 1,861 ", 30 , 13 ,, 13 ,,,Tier II,,,
,70053,7053,"Flint Hills Area Transportation Agency, Inc",,ATABUS,Reduced Reporter,Urban,Corporation,,,,6/30/2022,10/31/2022,5815 Marlatt Ave,,,Manhattan,KS,66503,8125,7,https://www.fhata.org,7306,XUKUR4RKCCM1," 1,835 "," 136,821 ",53848,"Manhattan, KS",," 60,454 "," 2,340 ", 26 , 24 ,, 24 ,,,Tier II,,,
7R02,70054,7054,Sedgwick County Transportation - Dept. on Aging,SCT,,Rural Reporter,Rural,County or Local Government Unit or Department of Transportation,7R02,Kansas Department of Transportation,Rural General Public Transit,6/30/2022,10/31/2022,100 N Broadway,STE 610,,Wichita,KS,67202,2206,7,http://www.sedgwickcounty.org/aging,7054,U78SNHE76SE3,,,95077,"Wichita, KS",," 500,231 "," 2,205 ", 227 , 5 , 2 , 7 , -   , -   ,Tier II,,,
,70055,7055,City of Derby,,,Reduced Reporter,Urban,County or Local Government Unit or Department of Transportation,,,,12/31/2022,4/30/2023,1401 Hiddenridge Ct,Suite 100,,Derby,KS,67037,8745,7,http://www.derbyweb.com/,1824,NZTSFXESF2E5, 10 ," 26,666 ",95077,"Wichita, KS",," 500,231 "," 2,205 ", 227 , 1 ,, 1 ,,,Tier II,,,
,70056,7056,"Butler, County of",BCDoA,Butler County Department on Aging,Reduced Reporter,Urban,County or Local Government Unit or Department of Transportation,,,,12/31/2022,4/30/2023,205 W Central Ave,,,El Dorado,KS,67042,2100,7,www.bucoks.com/index.aspx?nid=158,1813,LD98UZMEDC98," 1,443 "," 65,827 ",95077,"Wichita, KS",," 500,231 "," 2,205 ", 227 , 7 ,, 7 ,,,Tier II,,,
,70057,7057,Loop Trolley Transportation Development District,,,Full Reporter,Urban,Public Agency or Authority of Transit Service,,,,12/31/2022,4/30/2023,5875 Delmar Blvd.,,,St. Louis,MO,63112,,7,http://www.looptrolley.com,7125,K1EHJCUQ2J21, 5 ," 50,580 ",77770,"St. Louis, MO--IL",," 2,156,323 "," 2,369 ", 910 ,, 1 , 1 ,,,Tier I (Rail),,,
7R04,70058,7R04-054,Sheridan County Public Transit,,,Rural Reporter,Rural,Corporation,7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2022,10/31/2022,270 Pine St,,,Chadron,NE,69337,2296,7,https://www.ncap.info/programs-and-services,1815,PAJKMRG6GPC3,,,,,,,,, 2 ,, 2 , -   , -   ,Tier II,,,
7R02,70060,7R02-001,"Developmental Services of Northwest Kansas, Inc.",,,Rural Reporter,Rural,Corporation,7R02,Kansas Department of Transportation,Rural General Public Transit,6/30/2022,10/31/2022,1205 E 22Nd St,,1016,Hays,KS,67601,,7,http://www.dsnwk.org,1813,PD5NU3HTM6F7,,,,,,,,, 11 ,, 11 , -   , -   ,Tier II,,,
7R02,70062,7R02-050,Thomas County,,,Rural Reporter,Rural,County or Local Government Unit or Department of Transportation,7R02,Kansas Department of Transportation,Rural General Public Transit,6/30/2022,10/31/2022,300 N Court Ave,,,Colby,KS,67701,2421,7,http://www.thomascountyks.com,1813,TKMBLHVN7GX3,,,,,,,,, 2 ,, 2 , -   , -   ,Tier II,,,
7R03,70063,7R03-007,"Dunklin County Transit Service, Inc.",,,Rural Reporter,Rural,Corporation,7R03,Missouri Department of Transportation,Rural General Public Transit,6/30/2022,10/31/2022,610 N Douglass St,,293,Malden,MO,63863,1508,7,http://www.dctsmalden.com,1814,CGESGRM54TD7,,,,,,,,, 15 ,, 15 , -   , -   ,Tier II,,,
7R01,70064,7R01-007,Iowa Northland Regional Council of Governments,RTC,,Rural Reporter,Rural,COG or Other Planning Agency,7R01,Iowa Department of Transportation,Rural General Public Transit,9/30/2022,1/31/2023,229 E. Park Avenue,,,Waterloo,IA,50703,,7,http://www.inrcog.org,1812,,,,,,,,,, 13 ,, 13 , -   , -   ,Tier II,,,
,70066,7R01-011,Heart of Iowa Regional Transit Agency,HIRTA,HIRTA,Full Reporter,Urban,Public Agency or Authority of Transit Service,,,,6/30/2022,10/31/2022,2824 104Th Street,,,Urbandale,IA,50322,3813,7,http://www.ridehirta.com,1812,EY6CSJBGGM25," 4,771 "," 314,038 ",2062,"Ames, IA",," 66,342 "," 2,967 ", 22 , 21 ,, 21 ,,,Tier II,,,
7R03,70067,7R03-001,City of Bloomfield,,,Rural Reporter,Rural,County or Local Government Unit or Department of Transportation,7R03,Missouri Department of Transportation,Rural General Public Transit,6/30/2022,10/31/2022,400 N Prairie St,,,Bloomfield,MO,63825,9570,7,http://www.cityofbloomfield.net/transit.html,1814,S5DNMCKJ1TT3,,,,,,,,, 2 ,, 2 , -   , -   ,Tier II,,,
7R04,70069,7R04-012,Schuyler ,,,Rural Reporter,Rural,County or Local Government Unit or Department of Transportation,7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2022,10/31/2022,1103 B St,,,Schuyler,NE,68661,1911,7,https://schuylernebraska.net/government/city-of-schuyler/schuyler-handibus/,1815,GAT1EU8H3CX3, 19 ," 22,322 ",,,,,,, 1 ,, 1 , -   , -   ,Tier II,,,
7R02,70070,7R02-095,"Finney County Committee on Aging, Inc.",Finney County Transit,,Rural Reporter,Rural,County or Local Government Unit or Department of Transportation,7R02,Kansas Department of Transportation,Rural General Public Transit,6/30/2022,10/31/2022,907 N 10Th St,,,Garden City,KS,67846,5209,7,https://finneycountytransit.org/,1813,H2YVHTVFG593,,,,,,,,, 13 ,, 13 , -   , -   ,Tier II,,,
7R02,70072,7R02-024,Morris County Transportation (formerly Morris Co Senior Citizens,,,Rural Reporter,Rural,County or Local Government Unit or Department of Transportation,7R02,Kansas Department of Transportation,Rural General Public Transit,6/30/2022,10/31/2022,501 W Main St,,,Council Grove,KS,66846,1701,7,http://www.morriscountyks.org,1813,E8Z7Q7FKKB86,,,,,,,,, 4 ,, 4 , -   , -   ,Tier II,,,
7R04,70073,7R04-011,Midland Area Agency ,,,Rural Reporter,Rural,Agency on Aging,7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2022,10/31/2022,2727 W 2Nd St,,,Hastings,NE,68901,4684,7,https://www.midlandareaagencyonaging.org/transportation.html,1815,D7ZJLVNG96J6,,,,,,,,, 13 ,, 13 , -   , -   ,Tier II,,,
7R04,70074,7R04-010,City Of Sidney ,,,Rural Reporter,Rural,County or Local Government Unit or Department of Transportation,7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2022,10/31/2022,1115 13Th Ave,,79,Sidney,NE,69162,2013,7,https://cityofsidney.org/85/Public-Transportation,1815,J2FUJJ21JS47, 35 ," 76,000 ",,,,,,, 2 ,, 2 , -   , -   ,Tier II,,,
7R04,70076,7R04-023,Blue River AAA,,Blue Rivers Public Transportation,Rural Reporter,Rural,Agency on Aging,7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2022,10/31/2022,103 Eastside Blvd,,,Beatrice,NE,68310,3475,7,https://www.braaa.org/transportation,1815,YGCXM7NVAHB5,,,,,,,,, 8 ,, 8 , -   , -   ,Tier II,,,
7R02,70078,7R02-068,Southeast Kansas Community Action Program,SEK-CAP,,Rural Reporter,Rural,Corporation,7R02,Kansas Department of Transportation,Rural General Public Transit,6/30/2022,10/31/2022,401 N Sinnett St,,128,Girard,KS,66743,1913,7,http://www.sek-cap.com,1813,GDR8KDB2CEW8,,,,,,,,, 12 ,, 12 , -   , -   ,Tier II,,,
7R04,70079,7R04-025,Grant County,,Grant/Arthur Handibus,Rural Reporter,Rural,County or Local Government Unit or Department of Transportation,7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2022,10/31/2022,105 E Harrison St,,139,Hyannis,NE,69350,,7,N/A,1815,RCTXB5CU8153, 903 ," 195,413 ",,,,,,, 1 ,, 1 , -   , -   ,Tier II,,,
7R04,70081,7R04-005,Mid-Nebraska Community Action,RYDE,Reach Your Destination Easily,Rural Reporter,Rural,Corporation,7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2022,10/31/2022,16 W 11Th St,,2288,Kearney,NE,68847,7440,7,http://communityactionmidne.com/ryde-transit-public-transportation-program-reach-your-destination-easily/,1815,EYMJJBUENRW6,,,,,,,,, 36 ,, 36 , -   , -   ,Tier II,,,
7R02,70084,7R02-048,Norton County Senior Citizens,,,Rural Reporter,Rural,Corporation,7R02,Kansas Department of Transportation,Rural General Public Transit,6/30/2022,10/31/2022,208 W Main St,,,Norton,KS,67654,1950,7,none,1813,DE3JSK8MLG81,,,,,,,,, 2 ,, 2 , -   , -   ,Tier II,,,
7R03,70085,7R03-005,City of Mount Vernon,,,Rural Reporter,Rural,County or Local Government Unit or Department of Transportation,7R03,Missouri Department of Transportation,Rural General Public Transit,6/30/2022,10/31/2022,319 E Dallas St,,70,Mount Vernon,MO,65712,1403,7,http://www.mtvernon-cityhall.org,1814,KJV1T9WVSQR5,,,,,,,,, 3 ,, 3 , -   , -   ,Tier II,,,
7R02,70086,7R02-092,Rush County Public Transportation,,,Rural Reporter,Rural,County or Local Government Unit or Department of Transportation,7R02,Kansas Department of Transportation,Rural General Public Transit,6/30/2022,10/31/2022,804 W 1St St,,160,La Crosse,KS,67548,,7,http://www.rushcountykansas.org,1813,CG5DL1ZTSZ55,,,,,,,,, 2 ,, 2 , -   , -   ,Tier II,,,
7R02,70087,7R02-040,Lincoln County Public Transportation,,,Rural Reporter,Rural,County or Local Government Unit or Department of Transportation,7R02,Kansas Department of Transportation,Rural General Public Transit,6/30/2022,10/31/2022,216 E Lincoln Ave,,,Lincoln,KS,67455,2058,7,http://www.lincolncoks.com,1813,NX93L3NKF787,,,,,,,,, 2 ,, 2 , -   , -   ,Tier II,,,
7R02,70088,7R02-054,Rooks County Transportation Service,,,Rural Reporter,Rural,County or Local Government Unit or Department of Transportation,7R02,Kansas Department of Transportation,Rural General Public Transit,6/30/2022,10/31/2022,1210 North Washington,,389,Plainville,KS,67663,1632,7,http://www.rookscountyhealthcenter.com,1813,LDBAX5DKDLE4,,,,,,,,, 2 ,, 2 , -   , -   ,Tier II,,,
7R02,70089,7R02-002,City of Bonner Springs,Tiblow Transit,,Rural Reporter,Rural,County or Local Government Unit or Department of Transportation,7R02,Kansas Department of Transportation,Rural General Public Transit,6/30/2022,10/31/2022,200 E 3Rd Street,,38,Bonner Springs,KS,66012,1047,7,www.bonnersprings.org,1813,C477CXJM9BS5,,,43912,"Kansas City, MO--KS",," 1,674,218 "," 2,345 ", 714 , 1 ,, 1 , -   , -   ,Tier II,,,
7R03,70091,7R03-029,"Southeast Missouri Transportation, Inc.","SMTS, Inc.",,Rural Reporter,Rural,Corporation,7R03,Missouri Department of Transportation,Rural General Public Transit,6/30/2022,10/31/2022,700 E Highway 72,,679,Fredericktown,MO,63645,7491,7,http://www.ridesmts.org/,1814,NP2HCN9LFKN7,,,,,,,,, 167 ,, 167 , -   , -   ,Tier II,,,
7R01,70092,7R01-020,Marshalltown Municipal Transit,MMT,,Rural Reporter,Rural,County or Local Government Unit or Department of Transportation,7R01,Iowa Department of Transportation,Rural General Public Transit,9/30/2022,1/31/2023,City Of Marshalltown,905 E. Main Street,,Marshalltown,IA,50158,,7,http://www.ci.marshalltown.ia.us,1812,,,,,,,,,, 5 ,, 5 , -   , -   ,Tier II,,,
7R02,70094,7R02-045,City of Wakeeney Transportation Bus,,,Rural Reporter,Rural,County or Local Government Unit or Department of Transportation,7R02,Kansas Department of Transportation,Rural General Public Transit,6/30/2022,10/31/2022,408 Russell Ave,,157,Wakeeney,KS,67672,2135,7,https://www.tregocountyks.com/2299/Transportation,1813,SPM5LH2T2SL3,,,,,,,,, 1 ,, 1 , -   , -   ,Tier II,,,
7R02,70096,7R02-062,Linn County,,,Rural Reporter,Rural,County or Local Government Unit or Department of Transportation,7R02,Kansas Department of Transportation,Rural General Public Transit,6/30/2022,10/31/2022,315 Main St,,350,Mound City,KS,66056,2500,7,http://www.linncountyks.com/,1813,N3GKN4ZVBKJ5,,,,,,,,, 2 ,, 2 , -   , -   ,Tier II,,,
7R04,70098,7R04-059,Guide Rock,,,Rural Reporter,Rural,County or Local Government Unit or Department of Transportation,7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2022,10/31/2022,120 W Douglas St,,41,Guide Rock,NE,68942,8154,7,N/A,1815,FM7RSD3GNFV3,,,,,,,,, 2 ,, 2 , -   , -   ,Tier II,,,
7R03,70099,7R03-008,Licking Bridge Builders Senior Center,,,Rural Reporter,Rural,Corporation,7R03,Missouri Department of Transportation,Rural General Public Transit,6/30/2022,10/31/2022,116 Green Street,,32,Licking ,MO,65542,,7,http://www.lickingbb.com/page12.php,1814,,,,,,,,,, 2 ,, 2 , -   , -   ,Tier II,,,
7R04,70100,7R04-029,Stratton Industrial Commission,,Hitch & Hay Public Transit,Rural Reporter,Rural,Corporation,7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2022,10/31/2022,903 Bailey St,,81,Stratton,NE,69043,5121,7,https://hitcharide.org/,1815,MRCKZJW3EMN8,,,,,,,,, 5 ,, 5 , -   , -   ,Tier II,,,
7R01,70101,7R01-022,City of Muscatine,MuscaBus,,Rural Reporter,Rural,County or Local Government Unit or Department of Transportation,7R01,Iowa Department of Transportation,Rural General Public Transit,9/30/2022,1/31/2023,215 Sycamore St,,,Muscatine,IA,52761,3839,7,http://www.muscatineiowa.gov,1812,R3J6GP2HDMG4,,,,,,,,, 8 ,, 8 , -   , -   ,Tier II,,,
7R02,70102,7R02-119,Decatur County Transportation Bus,,,Rural Reporter,Rural,County or Local Government Unit or Department of Transportation,7R02,Kansas Department of Transportation,Rural General Public Transit,6/30/2022,10/31/2022,120 E Hall St,,28,Oberlin,KS,67749,2327,7,Nowebsite,1813,DL8JQ2V2S485,,,,,,,,, 2 ,, 2 , 3 , -   ,Tier II,,,
7R02,70103,7R02-008,Jefferson County Service Organization,,,Rural Reporter,Rural,Corporation,7R02,Kansas Department of Transportation,Rural General Public Transit,6/30/2022,10/31/2022,410 Liberty,,212,Oskaloosa,KS,66066,,7,https://www.jfcountyks.com,1813,LLVCN2KT88J3,,,,,,,,, 6 ,, 6 , -   , -   ,Tier II,,,
7R02,70105,7R02-121,City of Smith Center,,,Rural Reporter,Rural,County or Local Government Unit or Department of Transportation,7R02,Kansas Department of Transportation,Rural General Public Transit,6/30/2022,10/31/2022,119 W Court St,,157,Smith Center,KS,66967,2621,7,http://smithcenterks.com/GOVERNMENT/CityofSmithCenter.aspx,1813,ZBDRL4UXNXY5,,,,,,,,, 2 ,, 2 , -   , -   ,Tier II,,,
7R03,70106,7R03-024,"Ray County Transportation, Inc.",,,Rural Reporter,Rural,Corporation,7R03,Missouri Department of Transportation,Rural General Public Transit,6/30/2022,10/31/2022,213 Valley Dr,213 Valley Drive,382,Richmond,MO,64085,1393,7,http://directtransit.org/,1814,QTJ8WKC3MEF4,,,,,,,,, 22 ,, 22 , -   , -   ,Tier II,,,
7R04,70107,7R04-004,City of Alliance,,,Rural Reporter,Rural,County or Local Government Unit or Department of Transportation,7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2022,10/31/2022,324 Laramie Ave,,825,Alliance,NE,69301,3358,7,http://www.cityofalliance.net/index.aspx?nid=325,1815,NZD2C87K4288,,,,,,,,, 5 ,, 5 , -   , -   ,Tier II,,,
